Rotational speed [rpm],Process temperature [K],Torque [Nm],Tool wear [min]
1514,308.5,44.5,177
1456,308.5,54.2,179
1494,308.5,39.6,181
1605,308.4,30.0,183
1353,308.5,46.5,185
1447,308.5,47.9,188
1588,308.5,40.4,190
1524,308.5,41.4,192
1611,308.5,31.6,197
1604,308.5,34.9,200
1483,308.5,46.9,203
1543,308.4,39.6,205
1555,308.5,36.2,0
1583,308.4,31.9,2
1584,308.5,40.0,4
1766,308.5,25.8,7
1498,308.6,44.4,9
1413,308.6,49.8,12
1505,308.6,33.5,14
1438,308.7,46.2,16
1655,308.7,34.1,21
1451,308.7,43.8,24
1466,308.7,38.4,27
1774,308.6,23.0,30
1284,308.6,51.3,32
1425,308.5,40.0,35
1437,308.6,52.4,37
1335,308.6,53.0,39
1471,308.5,41.7,41
1364,308.5,54.0,43
1578,308.5,35.6,46
1712,308.5,32.1,48
1733,308.5,28.7,50
1652,308.6,32.1,52
1917,308.6,24.1,54
1444,308.6,41.1,56
1442,308.6,37.1,59
1717,308.6,31.3,61
1474,308.7,42.3,64
1509,308.7,39.3,66
1451,308.8,43.1,68
1554,308.8,36.1,70
1669,308.7,30.7,72
1366,308.6,50.4,74
1578,308.6,34.4,76
1513,308.6,39.0,78
1515,308.5,42.1,81
1562,308.6,33.0,84
1501,308.7,38.5,86
1398,308.7,38.1,88
1352,308.7,53.8,91
1569,308.7,33.9,93
1486,308.6,46.6,98
1864,308.6,23.6,103
1447,308.7,44.5,105
1392,308.6,41.5,108
1358,308.6,47.6,110
1491,308.7,40.2,112
1556,308.7,36.7,114
1531,308.7,36.7,116
1429,308.7,37.6,118
1573,308.8,33.9,123
1538,308.8,41.2,126
1467,308.8,39.0,128
1323,308.7,51.1,130
1798,308.7,23.0,135
1411,308.6,46.3,138
1528,308.5,44.5,140
1504,308.5,42.0,142
1384,308.5,39.6,144
1677,308.4,26.4,146
1764,308.5,30.8,148
1472,308.5,42.0,150
1465,308.5,55.9,153
1657,308.6,33.1,156
1635,308.6,30.5,159
1582,308.7,31.9,161
1761,308.7,26.2,164
1587,308.8,34.9,166
1446,308.7,53.0,168
1352,308.7,53.0,171
1392,308.7,46.4,174
1417,308.8,49.8,177
1824,308.8,24.0,179
1603,308.8,36.7,184
1620,308.8,33.4,186
1353,308.8,49.4,188
1360,308.8,50.7,190
1380,308.6,53.5,192
1363,308.7,53.6,194
1452,308.6,41.2,197
1680,308.6,32.8,200
1536,308.6,39.0,202
1621,308.6,28.9,0
1585,308.6,37.6,2
1408,308.7,51.5,4
1536,308.6,38.7,7
1352,308.6,52.6,12
1481,308.6,38.8,14
1454,308.7,45.0,19
1349,308.6,51.5,21
1327,308.6,52.1,24
1552,308.7,42.3,27
1456,308.7,44.7,29
1254,308.6,45.8,31
1437,308.6,43.3,34
1694,308.6,27.1,36
1306,308.5,50.7,38
1699,308.5,30.1,40
1369,308.5,53.2,43
1471,308.5,43.9,45
1410,308.5,43.9,47
1412,308.5,45.5,49
1418,308.5,51.2,52
1782,308.5,25.9,54
1497,308.5,36.4,56
1459,308.4,39.4,59
1796,308.3,23.8,61
1569,308.3,31.2,63
1469,308.4,46.7,65
1472,308.4,41.3,67
1475,308.5,47.2,69
1488,308.6,36.4,71
1524,308.6,43.1,73
1486,308.5,48.6,75
1255,308.6,60.7,77
1469,308.6,42.6,80
1692,308.5,34.3,83
1604,308.6,32.8,85
1446,308.6,48.1,88
1503,308.5,43.3,90
1625,308.5,32.8,92
1574,308.5,35.8,95
1378,308.4,41.9,97
1693,308.4,29.5,100
1462,308.4,51.2,102
1435,308.5,55.0,104
1425,308.5,45.8,109
1376,308.6,53.5,112
1481,308.7,48.0,117
1349,308.7,48.9,120
1551,308.7,40.0,125
1623,308.7,33.8,127
1462,308.8,49.7,132
1447,308.8,57.4,134
1799,308.9,24.5,137
1548,308.8,41.3,140
1485,308.8,47.9,143
1463,308.7,49.9,146
1587,308.7,35.8,148
1469,308.8,44.1,150
1430,308.7,42.8,153
1726,308.7,26.8,158
1651,308.8,34.1,163
1529,308.8,41.3,165
1473,308.8,46.2,167
1324,308.8,53.5,169
1708,308.9,28.8,174
1540,309.1,38.5,176
1320,309.0,54.7,179
1376,308.9,39.0,181
1542,308.7,37.0,184
1506,308.7,39.3,187
1492,308.7,43.6,189
1564,308.8,38.0,191
1645,308.9,30.8,196
1348,308.9,59.1,201
1443,308.9,43.5,0
1436,308.9,44.8,2
1596,308.9,30.7,5
1491,309.0,43.2,7
1573,308.9,35.1,9
1575,308.9,39.9,12
1458,308.9,41.1,14
1433,309.0,41.8,16
1662,308.9,28.1,19
1327,308.9,63.7,21
1742,308.9,26.3,24
1506,308.9,33.5,26
1457,309.1,44.4,28
1488,309.1,37.3,30
1619,309.1,34.7,33
1558,309.2,41.7,35
1731,309.2,28.7,38
1574,309.1,34.8,40
1290,309.0,49.8,43
1416,308.9,39.6,45
1566,308.9,41.9,50
1456,309.0,46.5,52
1528,309.0,37.5,54
1338,309.1,49.6,56
1558,309.1,39.2,59
1614,309.1,38.1,62
1557,309.1,36.4,65
1443,309.3,45.3,70
1332,309.3,51.0,72
1752,309.3,25.2,77
1460,309.2,45.8,80
1802,309.2,26.9,83
1527,309.2,39.5,85
1458,309.2,39.8,87
1520,309.2,37.9,89
1378,309.2,49.7,94
1529,309.2,38.1,96
1527,309.2,32.4,99
1438,309.2,42.9,101
1583,309.0,36.7,104
1530,308.9,37.6,106
1530,308.9,39.1,108
2089,308.8,19.1,111
1616,308.8,34.2,114
1681,308.9,28.3,116
1475,308.8,43.0,119
1371,308.7,46.5,121
1546,308.7,38.0,123
1461,308.6,40.1,126
1638,308.7,31.9,131
1577,308.7,35.6,133
1532,308.6,38.7,136
1710,308.5,27.7,138
1584,308.6,29.4,141
1446,308.6,50.1,144
1522,308.7,46.3,146
1382,308.7,49.9,151
1584,308.7,38.2,154
1385,308.6,55.2,156
1592,308.7,34.4,158
1404,308.6,43.7,160
1518,308.5,44.3,163
1529,308.4,40.4,165
1550,308.4,37.0,167
1773,308.3,23.8,169
1446,308.5,43.7,171
1487,308.5,46.9,173
1524,308.5,49.3,176
1403,308.3,54.1,179
2267,308.2,15.7,181
1529,308.2,37.9,183
1402,308.2,51.2,186
1693,308.3,28.0,188
1496,308.3,45.8,190
1633,308.1,33.3,192
1399,308.2,42.6,194
1363,308.1,45.3,196
1527,308.2,42.2,199
1405,308.2,42.5,204
1789,308.4,25.0,210
1531,308.4,41.5,213
1620,308.4,35.8,215
1571,308.4,39.4,0
1434,308.4,39.9,2
1474,308.4,43.6,4
1544,308.3,41.7,6
1601,308.2,35.7,9
1801,308.3,26.9,11
1465,308.3,42.0,13
1340,308.4,52.6,15
1517,308.4,41.0,18
1434,308.4,44.8,21
1935,308.3,19.3,24
1595,308.3,32.2,29
2188,308.3,17.0,32
1449,308.4,44.4,34
1471,308.3,38.2,37
1639,308.2,33.8,39
1846,308.2,24.5,41
1452,308.2,38.2,44
1483,308.3,41.9,47
1284,308.3,60.3,50
1419,308.2,50.0,52
1763,308.1,28.4,54
1478,308.0,42.5,56
1518,308.0,36.0,59
1447,308.0,49.0,61
1355,308.0,55.1,63
1348,308.1,57.4,66
1348,308.1,53.7,68
1734,308.1,27.7,70
1420,308.0,46.5,73
1797,307.9,24.7,75
1403,308.0,45.0,77
1628,307.9,30.2,80
1687,307.9,30.4,82
1456,307.9,44.9,85
1496,307.9,44.7,88
1636,307.8,30.3,90
1536,307.8,40.4,92
1454,307.8,50.6,94
1396,307.8,50.0,96
1575,307.6,37.4,98
1514,307.6,35.7,100
1455,307.4,49.9,102
1549,307.4,48.3,105
1474,307.5,42.4,107
1661,307.4,34.2,109
1535,307.4,34.6,114
1556,307.5,31.2,116
1435,307.6,45.0,119
1332,307.5,51.1,121
1513,307.6,42.4,124
1502,307.7,39.4,126
1315,307.7,60.1,128
1261,307.7,51.1,130
1406,307.8,60.4,133
1584,307.8,42.3,135
1443,307.8,43.9,137
1580,307.9,35.8,140
1825,307.9,24.6,142
1469,307.9,48.2,144
1493,307.9,38.4,146
1598,308.0,29.4,148
1450,307.9,37.2,151
1632,307.9,37.5,156
1980,307.9,20.3,159
1474,308.0,43.7,162
1540,307.9,37.1,164
1609,307.9,38.9,166
1467,308.0,42.8,169
1492,307.9,39.4,171
1493,307.9,46.1,173
1500,307.8,39.9,175
1477,307.8,36.6,177
1342,307.9,49.1,179
1538,307.8,34.3,181
1337,307.9,58.1,184
1417,307.9,41.8,186
1383,308.0,46.2,188
1440,308.0,42.4,190
1579,307.9,34.4,193
1441,307.9,40.0,195
1530,307.9,35.9,197
1705,308.0,26.0,200
1435,308.0,43.0,202
1369,308.1,52.0,214
1662,308.1,31.3,0
1553,308.2,33.5,2
1536,308.2,34.6,4
1548,308.3,46.6,7
1706,308.3,30.9,9
1366,308.3,45.5,11
1440,308.4,35.9,13
1685,308.4,28.1,15
1444,308.3,44.0,18
1395,308.3,48.7,21
1483,308.3,38.8,23
1403,308.4,44.3,25
1793,308.4,23.9,28
1723,308.3,28.8,33
1386,308.2,41.0,35
1585,308.2,46.2,37
1731,308.1,27.7,42
1519,308.3,37.7,45
1896,308.2,24.4,47
2358,308.3,14.9,49
1341,308.3,51.9,51
1550,308.3,37.0,54
1309,308.3,61.5,56
1599,308.4,32.9,58
1343,308.4,40.0,61
1378,308.4,39.9,63
1603,308.4,34.6,65
1664,308.4,28.1,67
1488,308.4,37.4,69
1370,308.4,50.5,71
1545,308.5,34.3,74
1566,308.5,31.4,76
1820,308.6,24.6,79
1901,308.6,22.1,81
1638,308.5,32.2,84
1521,308.4,38.2,87
1864,308.4,23.1,90
1430,308.3,41.9,95
1686,308.4,34.5,97
1326,308.3,57.2,100
1805,308.3,25.6,103
1453,308.3,45.8,105
1863,308.4,26.0,110
1576,308.3,35.3,113
1419,308.3,39.7,115
1833,308.4,25.2,117
2182,308.4,17.3,119
1656,308.3,30.3,124
1351,308.2,56.6,126
1790,308.2,30.3,128
1678,308.2,28.1,133
1427,308.2,45.2,136
1429,308.1,54.0,138
1770,308.1,27.2,140
1689,308.1,31.2,145
1554,308.1,41.3,147
1506,308.1,36.0,150
1474,308.1,44.3,152
1762,308.1,26.1,154
1566,308.1,35.7,156
1554,308.1,42.4,158
1869,308.0,25.4,163
1527,308.0,35.1,165
1309,307.9,49.6,167
1541,307.9,35.7,169
1365,307.9,54.0,174
1428,307.8,43.7,179
1681,307.8,27.6,181
1662,307.9,26.9,183
1989,307.9,20.3,186
1747,307.9,29.0,188
1765,308.0,31.1,191
1568,308.1,34.4,194
1709,308.1,30.6,196
1370,308.1,58.8,199
1458,308.1,45.7,202
1712,308.1,30.9,204
1642,308.1,36.9,206
1468,308.1,49.8,0
1477,308.1,52.3,2
1446,308.2,53.5,7
1653,308.2,31.4,9
1494,308.3,38.2,14
1490,308.2,41.0,16
1550,308.3,47.8,18
1677,308.2,34.9,21
1854,308.3,21.8,24
1662,308.5,30.3,26
1440,308.6,38.8,29
1513,308.6,39.7,32
1389,308.6,49.0,34
1351,308.6,51.0,37
1482,308.6,38.3,39
1744,308.6,28.5,42
1476,308.7,39.0,44
1444,308.6,48.2,46
1659,308.7,32.1,49
1475,308.7,46.6,54
1526,308.6,42.1,57
1675,308.4,29.5,59
1525,308.4,38.7,62
1396,308.3,45.9,64
1580,308.4,41.2,66
1462,308.5,42.8,68
1426,308.4,50.4,70
1569,308.5,34.2,72
1477,308.5,40.7,74
1761,308.5,27.2,76
1486,308.6,45.9,78
1664,308.6,30.1,81
1576,308.6,32.7,83
1463,308.6,46.7,85
1585,308.6,42.0,90
1479,308.7,45.7,93
1449,308.7,40.2,95
1404,308.8,50.3,97
1694,308.7,29.1,102
1731,308.7,28.4,104
1522,308.6,37.0,106
1536,308.5,36.9,108
1373,308.5,39.9,110
1597,308.5,36.4,112
1678,308.5,34.2,114
1452,308.5,42.6,116
1447,308.5,41.6,118
1574,308.5,37.1,121
1528,308.6,40.0,123
1688,308.7,27.2,125
1393,308.6,40.4,127
1429,308.6,50.5,129
1347,308.6,57.0,132
1553,308.6,40.5,135
1260,308.6,53.6,137
1546,308.6,33.8,139
1596,308.6,36.0,141
1340,308.5,57.4,143
1369,308.4,54.8,145
1462,308.5,52.3,148
1487,308.4,46.2,150
1510,308.6,35.5,155
1671,308.5,28.0,158
1612,308.5,30.0,163
1509,308.6,39.7,166
1415,308.6,47.3,169
2384,308.6,14.4,171
1326,308.6,62.4,173
1390,308.6,53.4,175
1392,308.7,41.2,178
1385,308.8,44.4,181
1896,308.8,24.5,186
1474,308.7,46.8,188
1388,308.8,45.6,190
1715,308.9,27.2,193
1650,308.9,32.2,195
1518,308.9,40.4,2
1504,309.1,43.0,4
1340,309.0,56.9,6
1435,309.1,44.7,8
1507,309.1,36.9,13
1521,309.1,36.1,15
1576,309.0,45.0,17
1543,309.1,36.6,20
1665,309.2,36.6,22
1442,309.1,50.3,24
1629,309.0,29.0,26
1379,309.0,47.3,28
1502,309.0,40.2,30
1595,309.1,32.0,32
1439,309.0,38.5,34
1970,309.0,21.6,37
1562,309.0,35.8,40
1530,309.0,40.9,42
1393,308.9,40.6,45
1532,309.0,37.6,47
1607,308.9,37.7,49
1469,308.8,49.0,51
1538,308.8,37.6,54
1613,308.8,31.4,57
1602,308.8,32.1,59
1404,308.7,44.2,62
1548,308.8,36.9,64
1559,308.8,35.2,66
1621,308.8,36.1,68
1579,308.8,32.9,70
1547,308.9,44.0,72
1386,308.8,48.6,75
1406,308.9,40.9,77
1393,309.0,55.9,79
2456,309.0,13.9,82
1409,309.0,49.1,85
1390,308.9,53.9,88
1679,309.0,32.4,90
1508,308.9,37.1,92
1681,308.8,31.7,94
1469,308.8,43.7,96
1421,308.8,49.6,101
1354,308.8,50.2,103
1350,308.8,57.0,105
1282,308.9,58.1,108
1675,309.0,30.0,110
1525,309.0,38.5,113
1382,309.0,43.9,116
1450,309.0,46.8,118
1820,309.1,23.6,120
1822,309.1,23.5,122
1473,309.1,44.3,124
1572,309.1,37.5,126
2042,309.0,17.8,129
1922,309.2,22.6,132
1539,309.1,36.5,134
1350,309.1,52.0,136
1403,309.1,45.1,138
1904,309.1,20.3,140
1592,308.9,35.2,142
1556,308.7,31.6,145
1811,308.8,25.4,147
1456,308.8,41.2,150
1436,308.8,51.9,153
1362,308.7,49.6,158
1683,308.7,29.1,161
1269,308.7,60.9,163
1454,308.8,49.0,166
1767,308.8,27.3,168
1708,308.9,27.3,170
1862,308.9,27.0,172
1695,308.9,30.7,174
1488,309.1,40.6,176
1657,309.0,32.2,179
1823,309.0,25.9,181
1651,309.1,28.8,186
1533,309.0,36.1,189
1508,309.0,40.5,192
1616,309.1,31.1,195
1651,309.0,31.5,197
1569,309.1,35.2,199
1296,309.1,58.7,201
1379,309.0,43.2,0
1694,309.0,28.0,5
1377,309.0,57.8,8
1470,309.0,38.4,10
1404,309.1,47.0,15
1593,309.1,40.1,18
1526,309.0,36.9,20
1390,308.9,49.7,23
1737,308.9,25.5,26
1362,308.8,57.3,28
1666,308.8,31.5,30
1354,308.8,60.9,32
1302,308.8,60.4,34
1991,308.7,20.5,36
1353,308.6,54.1,38
1520,308.7,35.7,40
1428,308.7,54.9,45
1605,308.7,29.4,47
1691,308.7,30.3,49
1447,308.7,48.4,51
1606,308.8,39.9,53
1645,308.8,28.2,58
1470,308.8,43.3,61
1336,308.9,45.0,66
1414,308.9,44.3,68
1802,309.0,27.5,71
1683,308.9,31.7,74
1410,309.0,47.6,76
1605,308.9,32.0,79
1709,308.9,28.1,81
1444,308.9,53.1,83
1367,308.9,45.0,85
1418,309.0,44.2,87
1353,309.0,57.8,89
1643,309.0,34.1,91
1437,309.1,38.0,93
1437,309.0,36.2,95
1413,309.0,47.9,97
1524,309.0,39.1,100
1479,308.9,43.4,105
1313,308.9,50.6,108
1335,308.9,50.4,110
1367,308.9,41.9,113
1459,308.9,50.3,115
1804,308.9,25.1,118
1491,309.0,38.3,121
1537,309.1,43.0,123
1646,309.1,30.2,125
1783,309.2,28.3,130
1395,309.1,49.8,133
1423,309.1,48.0,135
1562,309.2,37.6,137
1549,309.3,40.8,139
1540,309.4,43.2,141
1573,309.4,33.6,143
1418,309.4,45.1,148
1565,309.4,33.7,150
1569,309.5,41.0,153
1417,309.4,41.2,155
1480,309.5,38.1,160
1364,309.4,44.5,162
1911,309.4,21.5,164
1409,309.3,43.1,166
1335,309.2,53.5,168
1512,309.3,38.1,170
1447,309.4,40.2,173
1537,309.3,37.6,175
1510,309.3,40.8,177
1677,309.3,31.2,180
1504,309.2,33.7,182
2051,309.1,19.0,184
1474,309.1,41.3,189
1507,309.0,36.1,191
1496,308.9,37.9,194
1921,309.0,22.0,196
1450,309.0,40.5,199
1402,308.9,44.8,201
1501,308.9,50.0,203
1725,308.9,31.9,205
1500,308.9,40.3,207
1531,309.0,30.8,212
1458,309.0,44.8,217
1577,308.9,37.1,0
1363,308.9,46.1,5
1706,308.9,31.8,8
1391,308.8,50.4,13
1616,308.8,33.7,16
1442,308.8,47.0,18
1626,308.8,40.4,20
1426,308.7,42.6,23
1436,308.7,49.1,26
1599,308.7,36.2,28
2186,308.7,17.8,31
1645,308.8,30.4,33
1780,308.7,27.9,35
1345,308.8,44.3,37
1607,308.8,31.9,39
1708,308.9,28.0,42
1270,308.9,52.7,44
1646,308.9,25.4,46
1407,308.7,45.1,49
1581,308.7,47.4,51
1532,308.6,42.6,54
1610,308.6,33.1,56
1682,308.5,33.0,58
1519,308.5,34.3,61
1683,308.5,28.5,63
1254,308.6,55.8,65
1461,308.5,48.0,68
1472,308.5,45.1,70
1510,308.4,38.6,72
1547,308.3,36.8,74
1418,308.4,51.9,77
1289,308.4,51.3,82
1487,308.4,41.4,84
1453,308.5,45.5,86
1466,308.5,44.7,88
1288,308.4,49.5,91
1738,308.4,27.7,96
1488,308.3,41.0,101
1816,308.3,28.8,106
1419,308.2,48.5,108
1435,308.1,45.7,110
1480,308.1,42.4,112
1610,308.2,33.6,115
1548,308.1,38.2,117
1379,308.1,57.4,122
1907,308.1,23.5,125
2033,308.0,16.7,128
1390,307.9,52.0,131
1544,307.9,37.9,136
1258,308.0,57.4,139
1560,308.0,39.0,141
2071,308.2,18.5,144
1437,308.1,46.3,149
1489,308.2,43.0,151
1334,308.2,53.0,156
1500,308.2,39.9,158
1498,308.3,47.3,160
1370,308.2,53.4,162
1526,308.2,40.1,165
1477,308.3,44.8,170
1446,308.2,43.9,172
1720,308.2,25.6,174
1734,308.1,30.7,177
1697,308.1,29.1,179
2007,308.2,19.3,181
1469,308.1,48.8,183
2189,308.1,15.6,186
1435,308.3,50.1,189
1637,308.4,34.5,191
1664,308.5,28.3,196
1666,308.5,31.0,198
1404,308.5,46.6,201
1702,308.5,26.7,203
1439,308.6,44.9,205
1361,308.7,44.2,0
1463,308.5,45.9,3
1515,308.4,43.8,6
1432,308.4,46.2,11
1911,308.4,22.0,13
1472,308.4,42.0,15
1382,308.5,54.5,17
1665,308.5,29.6,20
1676,308.5,30.5,22
1585,308.5,33.0,24
1415,308.6,46.3,27
1341,308.7,55.7,30
1540,308.8,34.8,32
1837,308.8,28.4,34
1498,308.8,36.0,39
1671,308.7,28.8,41
1430,308.6,57.0,43
1619,308.7,40.1,45
1430,308.7,51.9,47
1626,308.6,33.3,50
1443,308.7,49.3,52
1481,308.6,42.5,54
1527,308.7,43.0,56
1315,308.7,56.8,59
1433,308.8,48.2,62
1378,308.8,53.5,65
1432,308.8,43.4,68
1394,308.8,47.9,70
1411,308.8,53.8,73
2136,308.9,15.9,78
1446,309.0,45.8,80
1388,308.9,53.5,83
1323,308.9,51.7,88
1780,309.0,29.3,91
1434,308.8,41.8,93
1494,308.7,42.6,96
1536,308.7,39.6,99
1392,308.7,53.4,104
1360,309.0,56.8,107
1583,309.2,35.4,112
1983,309.2,20.2,114
1630,309.3,33.3,116
1692,309.3,26.7,118
1417,309.1,40.6,121
1579,309.1,36.1,123
1399,309.2,45.2,125
1414,309.2,46.4,128
1570,309.3,40.1,131
1552,309.3,36.8,133
1440,309.4,48.2,136
1460,309.4,43.8,138
1471,309.4,48.0,141
1702,309.3,27.6,143
1375,309.4,55.4,145
1698,309.4,33.2,147
1439,309.4,47.1,149
1774,309.4,27.5,154
1375,309.4,48.3,157
1446,309.5,40.0,160
1455,309.6,46.8,162
1523,309.6,41.9,165
1692,309.6,31.9,167
1693,309.6,33.3,170
1890,309.6,24.0,173
1600,309.6,33.5,175
1434,309.6,43.8,180
1365,309.6,50.9,183
1309,309.6,57.4,185
1546,309.6,35.3,190
1663,309.6,33.7,195
1589,309.6,34.2,197
1472,309.6,46.0,199
1583,309.6,39.8,202
1567,309.6,34.5,204
1407,309.7,41.9,207
1418,309.7,44.7,209
1489,309.7,40.7,212
1586,309.9,36.6,215
1516,309.9,41.4,219
1373,310.0,44.8,221
1349,310.0,50.4,226
1443,309.9,40.3,0
1542,310.1,36.1,5
1534,310.1,37.7,10
1697,310.2,30.6,12
1396,310.3,47.4,14
1495,310.2,49.2,16
1551,310.3,44.8,18
1440,310.3,47.0,21
1429,310.3,40.1,23
1548,310.4,41.6,25
1505,310.5,38.8,30
1611,310.4,36.4,32
1502,310.4,39.8,34
1504,310.4,43.3,37
1449,310.3,40.7,40
1575,310.2,37.8,42
1598,310.2,33.4,44
1416,310.1,45.9,47
1682,310.2,28.8,49
1341,310.1,54.5,51
1523,310.1,39.1,53
1580,310.1,41.9,55
1531,310.1,36.0,57
1375,310.1,48.9,59
1484,310.1,40.4,61
1657,310.2,32.3,64
1494,310.2,40.6,67
1658,310.3,27.6,69
1411,310.3,42.1,74
1395,310.4,55.4,76
1550,310.4,43.9,79
1233,310.3,59.0,81
1459,310.3,46.7,84
1405,310.4,53.6,86
1458,310.5,44.1,91
1384,310.5,48.7,93
1705,310.5,29.5,95
1443,310.6,45.7,97
1609,310.6,31.4,99
1818,310.5,26.0,102
1457,310.6,42.1,104
1480,310.6,45.1,107
1424,310.8,47.7,109
1628,310.8,40.2,111
1754,310.8,31.3,114
1716,310.9,28.5,117
1378,310.9,48.7,119
1708,311.0,31.0,122
1430,311.0,38.3,124
1560,311.2,43.9,126
1679,311.1,30.7,129
1521,311.1,37.2,131
1649,311.1,33.8,133
1451,311.0,43.3,136
1391,310.8,48.9,139
1523,310.8,40.9,141
1495,310.7,39.2,144
1440,310.7,45.5,146
1585,310.8,31.4,149
1374,310.8,48.3,154
1507,310.8,40.2,156
1577,310.9,34.6,159
1496,310.9,38.5,162
1487,310.9,42.5,164
1853,310.9,26.3,166
1435,311.0,50.1,168
1763,311.1,25.5,171
1820,311.1,24.9,174
1498,311.1,38.1,176
1603,311.1,35.1,179
1412,311.1,42.5,181
1588,311.1,38.0,183
1948,311.0,20.0,185
1384,310.9,48.2,188
1589,310.8,36.0,190
1405,310.8,47.6,192
1491,310.9,40.1,195
1418,310.8,46.6,197
1603,310.8,35.4,202
1364,310.7,49.5,0
1551,310.7,41.2,3
1589,310.7,33.5,5
1423,310.7,56.5,7
1418,310.6,53.1,10
1404,310.5,47.5,12
1281,310.5,59.8,15
1529,310.5,41.3,17
1563,310.5,42.1,19
1348,310.6,54.5,22
1462,310.5,40.5,24
1510,310.4,45.5,27
1472,310.4,43.3,32
1325,310.4,52.0,34
1570,310.4,37.3,37
1379,310.4,46.8,39
1352,310.2,52.8,41
1727,310.3,28.7,43
1432,310.1,50.0,45
1466,310.1,43.4,50
1510,310.1,38.0,52
1490,310.2,41.1,54
1463,310.1,37.4,56
1561,310.0,45.3,58
2109,310.1,18.0,61
1705,310.2,32.5,63
1549,310.1,40.2,65
1637,310.2,38.0,68
1484,310.1,37.9,73
1401,310.1,44.4,76
1571,310.1,36.8,78
1513,310.1,41.5,80
1470,310.1,40.3,83
1505,310.1,41.3,85
1432,310.2,42.2,87
1625,310.2,31.8,89
1441,310.3,43.9,94
1564,310.2,39.9,97
1580,310.1,37.3,100
1516,310.2,35.3,102
1447,310.1,42.8,104
1323,310.0,52.9,106
1470,310.0,45.9,109
2049,310.0,19.5,111
1794,310.0,27.2,114
1356,310.1,47.8,116
1555,310.1,38.6,118
1487,310.1,47.5,123
1341,310.0,58.9,126
1487,310.0,36.6,129
1569,310.0,34.3,132
2053,310.1,19.7,137
1583,310.1,35.8,142
1672,310.0,33.2,144
1337,310.0,57.4,146
1421,310.1,41.2,149
1425,310.2,52.7,154
1609,310.2,33.2,156
1507,310.3,41.3,158
1463,310.3,38.9,160
1393,310.4,44.9,162
1725,310.4,26.8,167
1514,310.5,36.1,169
1365,310.4,53.9,171
1372,310.5,46.3,173
1509,310.4,40.6,175
1629,310.4,32.6,177
1749,310.5,28.1,179
1582,310.4,31.7,181
1458,310.2,47.0,183
1416,310.1,41.2,185
1657,310.0,33.1,187
1437,310.0,41.1,192
1580,310.0,36.0,195
1488,310.0,46.3,198
1431,310.0,49.5,205
1623,310.1,33.0,210
1484,310.0,39.6,212
1548,309.9,34.5,214
1392,309.8,43.1,218
1458,310.0,44.9,221
1570,310.1,30.9,226
1610,310.3,33.3,233
1838,310.3,24.0,235
1619,310.3,35.2,240
1619,310.3,31.1,242
1690,310.2,30.7,244
1412,310.2,44.1,246
1744,310.2,31.5,0
1593,310.1,35.4,5
1695,310.2,29.6,8
1298,310.2,57.2,10
1886,310.1,21.2,13
2033,310.1,19.3,15
1711,310.2,28.1,17
1598,310.2,33.4,20
1894,310.1,24.2,22
1412,310.1,44.4,24
1394,310.0,46.6,27
1338,310.0,56.4,29
1376,309.9,51.0,32
1360,310.0,48.1,37
1486,310.1,40.7,39
1649,310.1,31.6,41
1367,310.1,45.6,44
1362,310.1,59.5,46
1520,310.0,35.6,48
1582,310.0,31.9,51
1667,310.0,30.0,53
1693,310.0,28.8,56
1559,310.0,33.4,58
1592,309.9,32.0,60
1404,309.9,39.8,62
1413,309.8,45.5,64
1663,309.8,28.2,67
1508,309.8,36.3,69
1353,309.8,53.7,71
1485,309.8,42.4,74
1633,310.0,31.2,76
1422,310.0,43.6,78
1577,310.1,41.4,80
1482,310.0,41.1,82
1705,310.1,30.1,84
1699,310.1,32.9,87
1664,310.1,29.7,89
1486,310.0,34.6,91
1336,310.1,61.3,94
1429,310.1,42.9,96
1456,310.2,48.4,101
1496,310.2,45.0,104
1894,310.1,20.1,106
1373,310.1,55.6,108
1387,310.0,45.2,110
1500,309.9,44.2,115
1517,309.9,36.6,117
1309,309.9,56.2,119
1357,309.9,54.5,121
1490,309.8,40.6,124
1911,309.8,21.6,126
1599,309.8,33.6,131
2098,309.7,19.0,133
1629,309.7,27.9,136
1557,309.8,37.2,139
1461,309.8,39.4,141
1563,309.8,33.7,143
1695,309.8,29.0,145
1528,310.0,36.7,147
1389,310.0,49.6,149
2231,310.0,17.4,151
1442,310.1,42.9,153
1458,310.1,44.3,156
1444,310.1,47.7,161
1348,310.0,58.2,163
1791,310.0,27.6,166
1509,310.0,38.0,168
1515,310.0,42.9,170
1655,310.1,31.5,172
1495,310.1,42.9,175
1623,310.2,37.2,177
1562,310.2,42.5,179
1574,310.1,36.2,181
1611,310.0,32.4,183
1403,310.0,45.6,185
1481,310.1,47.4,187
1441,310.1,41.2,189
1483,310.1,45.4,192
1555,310.0,32.6,197
1615,309.9,28.8,199
1561,309.8,32.6,201
1593,309.8,35.1,203
1552,309.7,34.0,205
1561,309.7,35.3,208
1597,309.8,35.9,213
1517,309.9,34.0,215
1613,309.7,36.7,0
1509,309.6,47.3,2
1703,309.7,26.1,5
1925,309.7,22.1,7
1635,309.6,29.7,9
1472,309.6,39.1,14
1449,309.6,42.5,16
1563,309.6,35.0,21
1611,309.6,35.7,23
1386,309.6,48.6,25
1584,309.5,31.8,27
1424,309.6,50.4,32
1561,309.5,34.8,35
1560,309.4,37.9,37
